title,price,product_code,description,sizes,images,category
Мужской расслабленный темно-синий с боковыми карманами и резиновой резиновой резинкой на талии,"₺769,00",mpn:BR242120-LACİVERT,,"XS,S,M,L,XL,XXL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca--7-3d84.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca--2-4635.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca--300b8e.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca--1-d619.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca--34-d3d.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca--18a85a.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca--167247.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-paca---23f9f.jpg",Мужчинам>Брюки
Мужские классические брюки-чинос с регулируемой талией и боковыми карманами серого цвета,"₺499,00",mpn:BR242150-GRİ,,"28,30,32,34,36","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular--48ba-4.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular--08d-f9.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular--66360b.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular--9bd147.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular--f-4cf0.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular--cd-4be.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular---b48b2.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-regular--3-4801.jpg",Мужчинам>Брюки
Мужские классические облегающие шорты-чинос с боковыми карманами серого цвета на талии,"₺459,00",mpn:BR242140-GRİ,,"28,30,32,34,36","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-b386b7.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-46ba7-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-d6ad0-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-86faba.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-4-4e96.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-ecf60e.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-9b881a.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-f0ecbf.jpg",Мужчинам>Шорты
"Мужские классические облегающие шорты-чинос с боковыми карманами, черные","₺459,00",mpn:BR242141-SİYAH,,"28,30,32,34,36","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-20a85-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-bf0-c7.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-0b-a3d.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-66065d.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-50505f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-c1-dc3.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit--b2fb8.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-fdba39.jpg",Мужчинам>Шорты
Мужские облегающие шорты-чинос с ребристой талией и боковыми карманами синего цвета,"₺469,00",mpn:BR242050-MAVİ,,"30,32,34,36,38","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim--66fa44.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim--8-bf3c.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim--45fc-b.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim--c47e18.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim--0d3ee0.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim--abeee-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim--80c7e2.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-ribanali-slim---a814-.jpg",Мужчинам>Шорты
Мужские льняные текстурированные брюки для бега с прорезиненной талией и боковыми карманами цвета хаки,"₺599,00",mpn:BR242040-HAKİ,,"XS,S,M,L,XL,XXL,3XL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-1f0-a1.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten--a39b-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-a-8ec9.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-f0-88f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten--4077-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-d-e4a4.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-448d-a.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-09-f7f.jpg",Мужчинам>Брюки
Мужские льняные текстурированные брюки для бега с прорезиненной талией и боковыми карманами из норки расслабленного кроя,"₺599,00",mpn:BR242040-VİZON,,"XS,S,M,L,XL,3XL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-a36-a0.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-50-bb7.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-666a7-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten--4cc4-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-34-9d0.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-f8ae25.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-cbbcd1.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten--9766-.jpg",Мужчинам>Брюки
Мужская талия с боковыми карманами прорезиненная текстурированная ткань расслабленная посадка шорты для бега трусцой черный,"₺419,00",mpn:BR242090-SİYAH,,"28,30,32,34,36,38,40","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul--a872-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul-160b09.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul-a2f-86.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul--40d9-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul-1-4bba.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul-bfdbe-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul--491f6.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-dokul-bd68-c.jpg",Мужчинам>Шорты
Мужские классические облегающие шорты-чинос с боковыми карманами темно-синего цвета,"₺459,00",mpn:BR242140-LACİVERT,,"28,30,32,34,36","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-9e12-7.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-ad16-a.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-1-b295.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-7d2d02.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-90f0e3.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-44-4f4.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-ea66-4.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-7582d1.jpg",Мужчинам>Шорты
Мужские классические облегающие шорты-чинос с боковыми карманами черного цвета,"₺459,00",mpn:BR242140-SİYAH,,"28,30,32,34,36","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-ef10bf.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-90-814.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-ce0-40.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-ee1f1e.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-a87b43.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-1cb5f-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-7cfb2f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-9-41a0.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-58-823.jpg",Мужчинам>Шорты
Мужские классические облегающие шорты-чинос с боковыми карманами бежевого цвета на талии,"₺459,00",mpn:BR242142-BEJ,,"28,30,32,34,36","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-c00c0e.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-c7d-a5.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-ea74-0.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-f949fd.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-0e8118.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-1-886f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-6-d8ce.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-klasik-bel-slim-fit-67e-45.jpg",Мужчинам>Шорты
"Мужские шорты для бега с прорезиненной талией и боковыми карманами, льняные текстурированные шорты для бега расслабленной формы из норки","₺589,00",mpn:BR242020-VİZON,,"S,M,L,XL,XXL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-84ec67.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-c30-4b.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-f6b76b.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-6-82cb.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-50-157.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-1d083a.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-4b81-9.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-0c1b88.jpg",Мужчинам>Шорты
Мужские льняные текстурированные шорты для бега с прорезиненной талией и боковыми карманами цвета хаки,"₺589,00",mpn:BR242020-HAKİ,,"S,M,L,XL,XXL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-a38f0f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-a95-42.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-60-8f1.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-6ff-5d.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-7651e5.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-4714-1.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-2be8-4.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-f-4d6c.jpg",Мужчинам>Шорты
"Мужские шорты для бега трусцой с прорезиненной льняной текстурой и боковыми карманами, антрацит","₺589,00",mpn:BR242020-ANTRASİT,,"S,M,L,XL,XXL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten--4304-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-04ac-8.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-ba9b-7.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-3d814b.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten--4d89-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-b-6afd.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-e-6b8c.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-48-91c.jpg",Мужчинам>Шорты
"Мужские шорты для бега трусцой с прорезиненной талией и боковыми карманами, льняные текстурированные расслабленные белые шорты для бега трусцой","₺589,00",mpn:BR242020-BEYAZ,,"S,M,L,XL,XXL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-b6-de6.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-f3-099.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-ad59-f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-f-afcd.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-d3-0e8.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-9ac387.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-09271-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-5-7df1.jpg",Мужчинам>Шорты
Женские шорты для бега трусцой с прорезиненной талией и боковыми карманами,"₺579,00",mpn:BR242330-LİME,,"S,M,L,XL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli--9583-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-8b0b-e.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-a157-4.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-2d359e.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-0-9516.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-30e1a1.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-f-4a43.jpg",Женщинам>Шорты
Женские шорты-джоггер цвета хаки с прорезиненной талией и боковыми карманами,"₺579,00",mpn:BR242330-HAKİ,,"S,M,L,XL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-19e-af.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli--456a-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-57b75d.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-746077.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-3d4599.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-bff4-f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-0d-6d5.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/kadin-yandan-takma-cepli-beli-lastikli-b5112-.jpg",Женщинам>Шорты
"Мужские шорты-чинос свободного кроя из смесового льна с прорезиненной талией и боковыми карманами, Экрю","₺699,00",mpn:BR242080-EKRU,,"S,M,L,XL,XXL","https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-53ecbd.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten--b5f1-.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-a0-97d.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-8-cd3c.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-84f75f.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-2b3-ee.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-422e-3.jpg,https://static.ticimax.cloud/cdn-cgi/image/width=951,quality=99/63159/uploads/urunresimleri/buyuk/Erkek-yandan-cepli-beli-lastikli-keten-d7dd88.jpg",Мужчинам>Шорты
